REF_DATE,GEO,DGUID,Classification_of_Instructional_Program_(CIP),Population_characteristics,Employment,Role,avg_hours_class_teaching,avg_hours_other_teaching,avg_hours_research,avg_hours_administrative,avg_hours_total
2019,Atlantic provinces,2016A00011,BHASE [b],"Visible minority status, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",19.3,14.5,1.8,3.2,39
2019,Atlantic provinces,2016A00011,BHASE [b],"Visible minority status, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",8.1,14.1,14.1,8.7,45
2019,Atlantic provinces,2016A00011,BHASE [b],"Visible minority status, total",Only job,"Role, total",11.1,13.4,9.4,6.5,40
2019,Atlantic provinces,2016A00011,BHASE [b],"Visible minority status, total",Only job,"University professor, instructor, teacher, or researcher",7.6,13.6,12.8,7.6,42
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],More than one job or business,"College professor, instructor, teacher, or researcher",14,12.8,4.5,6.1,47
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",3.9,9.2,16.2,3.7,52
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",14,14.1,3.6,3.2,42
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",7.7,15.2,8.9,8.3,51
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],More than one job or business,"Role, total",8.2,12,10.5,5.7,50
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],More than one job or business,"University professor, instructor, teacher, or researcher",5.4,11.6,13.3,5.5,51
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],Only job,"College professor, instructor, teacher, or researcher",17.5,15.9,5.1,3.1,42
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],Only job,"Contract, college professor, instructor, teacher, or researcher",18.9,9.6,9.1,0.4,38
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],Only job,"Contract, university professor, instructor, teacher, or researcher",2.7,5.6,26,8.2,43
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],Only job,"Permanent, college professor, instructor, teacher, or researcher",17.1,17.5,4.1,3.8,43
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],Only job,"Permanent, university professor, instructor, teacher, or researcher",8.8,16,13.9,8,47
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],Only job,"Role, total",9.1,13.1,15.3,6.9,44
2019,Atlantic provinces,2016A00011,STEM [a],Female gender [F],Only job,"University professor, instructor, teacher, or researcher",6.6,12.2,18.4,8.1,45
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],More than one job or business,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],More than one job or business,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],Only job,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],Only job,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],Only job,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],Only job,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Gender diverse [D],Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",More than one job or business,"College professor, instructor, teacher, or researcher",15.6,10.2,5.8,5.5,45
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",15.5,4.5,9.6,9,48
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",3.1,6.1,12.8,2.3,46
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",15.7,14.1,3.2,3.1,43
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",6.1,9,10.2,8.5,50
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",More than one job or business,"Role, total",7.4,8.3,10,5.8,47
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",More than one job or business,"University professor, instructor, teacher, or researcher",4.8,7.8,11.3,5.8,48
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",Only job,"College professor, instructor, teacher, or researcher",17,14,5.8,3,40
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",Only job,"Contract, college professor, instructor, teacher, or researcher",13.3,9.1,12.3,3.7,38
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",Only job,"Contract, university professor, instructor, teacher, or researcher",2.9,5.3,26,5.2,40
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",18.1,15.4,3.9,2.7,40
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",7.3,13.4,17.3,8.1,46
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",Only job,"Role, total",8.7,12,16.3,6.3,43
2019,Atlantic provinces,2016A00011,STEM [a],"Gender, total",Only job,"University professor, instructor, teacher, or researcher",6.2,11.3,19.5,7.3,44
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,More than one job or business,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,More than one job or business,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,Only job,"College professor, instructor, teacher, or researcher",9,7.8,20,1.4,38
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,Only job,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,Only job,"Contract, university professor, instructor, teacher, or researcher",1.4,4.2,17.6,3.2,26
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,Only job,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,Only job,"Permanent, university professor, instructor, teacher, or researcher",9,15.9,14.5,7.7,47
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,Only job,"Role, total",6.7,11.3,16.2,5.5,40
2019,Atlantic provinces,2016A00011,STEM [a],Has a self-reported disability,Only job,"University professor, instructor, teacher, or researcher",6.3,11.8,15.6,6.1,40
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,More than one job or business,"College professor, instructor, teacher, or researcher",15.6,9.8,6,5.5,45
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,More than one job or business,"Contract, college professor, instructor, teacher, or researcher",15.5,4.5,9.6,9,48
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,More than one job or business,"Contract, university professor, instructor, teacher, or researcher",3.1,6.2,12.9,2.3,46
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",15.7,13.8,3.3,3,43
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.8,9.3,10.1,8.8,50
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,More than one job or business,"Role, total",6.8,8.3,10,5.8,47
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,More than one job or business,"University professor, instructor, teacher, or researcher",4.1,7.9,11.3,5.9,48
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,Only job,"College professor, instructor, teacher, or researcher",17.3,14.2,5.3,3,40
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,Only job,"Contract, college professor, instructor, teacher, or researcher",14.5,9.5,10.7,4,39
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,Only job,"Contract, university professor, instructor, teacher, or researcher",3.1,5.5,27,5.4,41
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,Only job,"Permanent, college professor, instructor, teacher, or researcher",18.1,15.4,3.9,2.7,40
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,Only job,"Permanent, university professor, instructor, teacher, or researcher",7.2,13.2,17.4,8.1,46
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,Only job,"Role, total",8.9,12,16.3,6.3,43
2019,Atlantic provinces,2016A00011,STEM [a],Has no self-reported disability,Only job,"University professor, instructor, teacher, or researcher",6.2,11.3,19.8,7.4,45
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],More than one job or business,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],More than one job or business,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],Only job,"College professor, instructor, teacher, or researcher",17.7,21,4.8,5.2,49
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],Only job,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],Only job,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],Only job,"Role, total",14.7,16.4,10.1,6.4,48
2019,Atlantic provinces,2016A00011,STEM [a],Indigenous identity [1],Only job,"University professor, instructor, teacher, or researcher",8.1,5.4,22,9.2,45
2019,Atlantic provinces,2016A00011,STEM [a],"Indigenous identity, total",More than one job or business,"College professor, instructor, teacher, or researcher",15.6,10.2,5.8,5.5,45
2019,Atlantic provinces,2016A00011,STEM [a],"Indigenous identity, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",15.5,4.5,9.6,9,48
2019,Atlantic provinces,2016A00011,STEM [a],"Indigenous identity, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",3.1,6.1,12.8,2.3,46
